"","CRID","Race","Gender","Victim"
"3580","1026064","Black","Male","Black Male"
"3581","1026068","Black","Male","Black Male"
"3582","1026071","Black","Male","Black Male"
"3583","1026074","Black","Male","Black Male"
"3584","1026082","Black","Male","Black Male"
"3585","1026104","Black","Male","Black Male"
"3586","1026111","Black","Male","Black Male"
"3587","1026127","Black","Male","Black Male"
"3588","1026142","Black","Male","Black Male"
"3589","1026144","Black","Male","Black Male"
"3590","1026150","Black","Male","Black Male"
"3591","1026152","Black","Male","Black Male"
"3592","1026164","Black","Male","Black Male"
"3593","1026184","Black","Male","Black Male"
"3594","1026185","Black","Male","Black Male"
"3595","1026195","Black","Male","Black Male"
"3596","1026197","Black","Male","Black Male"
"3597","1026201","Black","Male","Black Male"
"3598","1026203","Black","Male","Black Male"
"3599","1026241","Black","Male","Black Male"
"3600","1026245","Black","Male","Black Male"
"3601","1026248","Black","Male","Black Male"
"3602","1026272","Black","Male","Black Male"
"3603","1026278","Black","Male","Black Male"
"3604","1026287","Black","Male","Black Male"
"3605","1026290","Black","Male","Black Male"
"3606","1026293","Black","Male","Black Male"
"3607","1026305","Black","Male","Black Male"
"3608","1026325","Black","Male","Black Male"
"3609","1026332","Black","Male","Black Male"
"3610","1026334","Black","Male","Black Male"
"3611","1026340","Black","Male","Black Male"
"3612","1026366","Black","Male","Black Male"
"3613","1026367","Black","Male","Black Male"
"3614","1026373","Black","Male","Black Male"
"3615","1026394","Black","Male","Black Male"
"3616","1026434","Black","Male","Black Male"
"3617","1026440","Black","Male","Black Male"
"3618","1026451","Black","Male","Black Male"
"3619","1026458","Black","Male","Black Male"
"3620","1026460","Black","Male","Black Male"
"3621","1026461","Black","Male","Black Male"
"3622","1026470","Black","Male","Black Male"
"3623","1026491","Black","Male","Black Male"
"3624","1026498","Black","Male","Black Male"
"3625","1026501","Black","Male","Black Male"
"3626","1026520","Black","Male","Black Male"
"3627","1026543","Black","Male","Black Male"
"3628","1026547","Black","Male","Black Male"
"3629","1026556","Black","Male","Black Male"
"3630","1026560","Black","Male","Black Male"
"3631","1026567","Black","Male","Black Male"
"3632","1026575","Black","Male","Black Male"
"3633","1026585","Black","Male","Black Male"
"3634","1026589","Black","Male","Black Male"
"3635","1026593","Black","Male","Black Male"
"3636","1026610","Black","Male","Black Male"
"3637","1026614","Black","Male","Black Male"
"3638","1026637","Black","Male","Black Male"
"3639","1026643","Black","Male","Black Male"
"3640","1026664","Black","Male","Black Male"
"3641","1026684","Black","Male","Black Male"
"3642","1026699","Black","Male","Black Male"
"3643","1026704","Black","Male","Black Male"
"3644","1026707","Black","Male","Black Male"
"3645","1026717","Black","Male","Black Male"
"3646","1026722","Black","Male","Black Male"
"3647","1026724","Black","Male","Black Male"
"3648","1026741","Black","Male","Black Male"
"3649","1026745","Black","Male","Black Male"
"3650","1026765","Black","Male","Black Male"
"3651","1026770","Black","Male","Black Male"
"3652","1026773","Black","Male","Black Male"
"3653","1026778","Black","Male","Black Male"
"3654","1026780","Black","Male","Black Male"
"3655","1026785","Black","Male","Black Male"
"3656","1026789","Black","Male","Black Male"
"3657","1026793","Black","Male","Black Male"
"3658","1026794","Black","Male","Black Male"
"3659","1026795","Black","Male","Black Male"
"3660","1026800","Black","Male","Black Male"
"3661","1026805","Black","Male","Black Male"
"3662","1026808","Black","Male","Black Male"
"3663","1026813","Black","Male","Black Male"
"3664","1026817","Black","Male","Black Male"
"3665","1026824","Black","Male","Black Male"
"3666","1026838","Black","Male","Black Male"
"3667","1026843","Black","Male","Black Male"
"3668","1026856","Black","Male","Black Male"
"3669","1026867","Black","Male","Black Male"
"3670","1026880","Black","Male","Black Male"
"3671","1026887","Black","Male","Black Male"
"3672","1026910","Black","Male","Black Male"
"3673","1026913","Black","Male","Black Male"
"3674","1026917","Black","Male","Black Male"
"3675","1026920","Black","Male","Black Male"
"3676","1026943","Black","Male","Black Male"
"3677","1026947","Black","Male","Black Male"
"3678","1026949","Black","Male","Black Male"
"3679","1026964","Black","Male","Black Male"
"3680","1026966","Black","Male","Black Male"
"3681","1026979","Black","Male","Black Male"
"3682","1026982","Black","Male","Black Male"
"3683","1026994","Black","Male","Black Male"
"3684","1027003","Black","Male","Black Male"
"3685","1027008","Black","Male","Black Male"
"3686","1027015","Black","Male","Black Male"
"3687","1027034","Black","Male","Black Male"
"3688","1027037","Black","Male","Black Male"
"3689","1027038","Black","Male","Black Male"
"3690","1027049","Black","Male","Black Male"
"3691","1027076","Black","Male","Black Male"
"3692","1027102","Black","Male","Black Male"
"3693","1027114","Black","Male","Black Male"
"3694","1027139","Black","Male","Black Male"
"3695","1027142","Black","Male","Black Male"
"3696","1027157","Black","Male","Black Male"
"3697","1027165","Black","Male","Black Male"
"3698","1027175","Black","Male","Black Male"
"3699","1027176","Black","Male","Black Male"
"3700","1027191","Black","Male","Black Male"
"3701","1027193","Black","Male","Black Male"
"3702","1027212","Black","Male","Black Male"
"3703","1027217","Black","Male","Black Male"
"3704","1027218","Black","Male","Black Male"
"3705","1027222","Black","Male","Black Male"
"3706","1027245","Black","Male","Black Male"
"3707","1027246","Black","Male","Black Male"
"3708","1027258","Black","Male","Black Male"
"3709","1027263","Black","Male","Black Male"
"3710","1027274","Black","Male","Black Male"
"3711","1027289","Black","Male","Black Male"
"3712","1027314","Black","Male","Black Male"
"3713","1027318","Black","Male","Black Male"
"3714","1027323","Black","Male","Black Male"
"3715","1027325","Black","Male","Black Male"
"3716","1027335","Black","Male","Black Male"
"3717","1027336","Black","Male","Black Male"
"3718","1027361","Black","Male","Black Male"
"3719","1027364","Black","Male","Black Male"
"3720","1027369","Black","Male","Black Male"
"3721","1027370","Black","Male","Black Male"
"3722","1027375","Black","Male","Black Male"
"3723","1027383","Black","Male","Black Male"
"3724","1027387","Black","Male","Black Male"
"3725","1027389","Black","Male","Black Male"
"3726","1027399","Black","Male","Black Male"
"3727","1027400","Black","Male","Black Male"
"3728","1027415","Black","Male","Black Male"
"3729","1027421","Black","Male","Black Male"
"3730","1027432","Black","Male","Black Male"
"3731","1027433","Black","Male","Black Male"
"3732","1027448","Black","Male","Black Male"
"3733","1027455","Black","Male","Black Male"
"3734","1027480","Black","Male","Black Male"
"3735","1027484","Black","Male","Black Male"
"3736","1027488","Black","Male","Black Male"
"3737","1027498","Black","Male","Black Male"
"3738","1027531","Black","Male","Black Male"
"3739","1027553","Black","Male","Black Male"
"3740","1027554","Black","Male","Black Male"
"3741","1027570","Black","Male","Black Male"
"3742","1027574","Black","Male","Black Male"
"3743","1027597","Black","Male","Black Male"
"3744","1027601","Black","Male","Black Male"
"3745","1027606","Black","Male","Black Male"
"3746","1027622","Black","Male","Black Male"
"3747","1027631","Black","Male","Black Male"
"3748","1027634","Black","Male","Black Male"
"3749","1027661","Black","Male","Black Male"
"3750","1027669","Black","Male","Black Male"
"3751","1027695","Black","Male","Black Male"
"3752","1027702","Black","Male","Black Male"
"3753","1027706","Black","Male","Black Male"
"3754","1027713","Black","Male","Black Male"
"3755","1027716","Black","Male","Black Male"
"3756","1027741","Black","Male","Black Male"
"3757","1027748","Black","Male","Black Male"
"3758","1027749","Black","Male","Black Male"
"3759","1027764","Black","Male","Black Male"
"3760","1027766","Black","Male","Black Male"
"3761","1027774","Black","Male","Black Male"
"3762","1027779","Black","Male","Black Male"
"3763","1027781","Black","Male","Black Male"
"3764","1027785","Black","Male","Black Male"
"3765","1027794","Black","Male","Black Male"
"3766","1027801","Black","Male","Black Male"
"3767","1027805","Black","Male","Black Male"
"3768","1027812","Black","Male","Black Male"
"3769","1027816","Black","Male","Black Male"
"3770","1027823","Black","Male","Black Male"
"3771","1027828","Black","Male","Black Male"
"3772","1027844","Black","Male","Black Male"
"3773","1027872","Black","Male","Black Male"
"3774","1027877","Black","Male","Black Male"
"3775","1027887","Black","Male","Black Male"
"3776","1027889","Black","Male","Black Male"
"3777","1027914","Black","Male","Black Male"
"3778","1027946","Black","Male","Black Male"
"3779","1027986","Black","Male","Black Male"
"3780","1027991","Black","Male","Black Male"
"3781","1028019","Black","Male","Black Male"
"3782","1028031","Black","Male","Black Male"
"3783","1028052","Black","Male","Black Male"
"3784","1028055","Black","Male","Black Male"
"3785","1028056","Black","Male","Black Male"
"3786","1028058","Black","Male","Black Male"
"3787","1028061","Black","Male","Black Male"
"3788","1028065","Black","Male","Black Male"
"3789","1028096","Black","Male","Black Male"
"3790","1028098","Black","Male","Black Male"
"3791","1028112","Black","Male","Black Male"
"3792","1028123","Black","Male","Black Male"
"3793","1028144","Black","Male","Black Male"
"3794","1028145","Black","Male","Black Male"
"3795","1028172","Black","Male","Black Male"
"3796","1028173","Black","Male","Black Male"
"3797","1028176","Black","Male","Black Male"
"3798","1028183","Black","Male","Black Male"
"3799","1028201","Black","Male","Black Male"
"3800","1028213","Black","Male","Black Male"
"3801","1028215","Black","Male","Black Male"
"3802","1028221","Black","Male","Black Male"
"3803","1028227","Black","Male","Black Male"
"3804","1028245","Black","Male","Black Male"
"3805","1028250","Black","Male","Black Male"
"3806","1028252","Black","Male","Black Male"
"3807","1028255","Black","Male","Black Male"
"3808","1028256","Black","Male","Black Male"
"3809","1028263","Black","Male","Black Male"
"3810","1028278","Black","Male","Black Male"
"3811","1028290","Black","Male","Black Male"
"3812","1028294","Black","Male","Black Male"
"3813","1028300","Black","Male","Black Male"
"3814","1028307","Black","Male","Black Male"
"3815","1028315","Black","Male","Black Male"
"3816","1028316","Black","Male","Black Male"
"3817","1028320","Black","Male","Black Male"
"3818","1028328","Black","Male","Black Male"
"3819","1028329","Black","Male","Black Male"
"3820","1028330","Black","Male","Black Male"
"3821","1028337","Black","Male","Black Male"
"3822","1028342","Black","Male","Black Male"
"3823","1028367","Black","Male","Black Male"
"3824","1028370","Black","Male","Black Male"
"3825","1028393","Black","Male","Black Male"
"3826","1028396","Black","Male","Black Male"
"3827","1028410","Black","Male","Black Male"
"3828","1028420","Black","Male","Black Male"
"3829","1028442","Black","Male","Black Male"
"3830","1028450","Black","Male","Black Male"
"3831","1028452","Black","Male","Black Male"
"3832","1028457","Black","Male","Black Male"
"3833","1028470","Black","Male","Black Male"
"3834","1028482","Black","Male","Black Male"
"3835","1028485","Black","Male","Black Male"
"3836","1028488","Black","Male","Black Male"
"3837","1028491","Black","Male","Black Male"
"3838","1028495","Black","Male","Black Male"
"3839","1028498","Black","Male","Black Male"
"3840","1028502","Black","Male","Black Male"
"3841","1028505","Black","Male","Black Male"
"3842","1028521","Black","Male","Black Male"
"3843","1028528","Black","Male","Black Male"
"3844","1028547","Black","Male","Black Male"
"3845","1028552","Black","Male","Black Male"
"3846","1028557","Black","Male","Black Male"
"3847","1028561","Black","Male","Black Male"
"3848","1028565","Black","Male","Black Male"
"3849","1028587","Black","Male","Black Male"
"3850","1028599","Black","Male","Black Male"
"3851","1028624","Black","Male","Black Male"
"3852","1028626","Black","Male","Black Male"
"3853","1028631","Black","Male","Black Male"
"3854","1028640","Black","Male","Black Male"
"3855","1028644","Black","Male","Black Male"
"3856","1028646","Black","Male","Black Male"
"3857","1028655","Black","Male","Black Male"
"3858","1028660","Black","Male","Black Male"
"3859","1028664","Black","Male","Black Male"
"3860","1028669","Black","Male","Black Male"
"3861","1028670","Black","Male","Black Male"
"3862","1028675","Black","Male","Black Male"
"3863","1028706","Black","Male","Black Male"
"3864","1028708","Black","Male","Black Male"
"3865","1028713","Black","Male","Black Male"
"3866","1028717","Black","Male","Black Male"
"3867","1028725","Black","Male","Black Male"
"3868","1028728","Black","Male","Black Male"
"3869","1028735","Black","Male","Black Male"
"3870","1028743","Black","Male","Black Male"
"3871","1028748","Black","Male","Black Male"
"3872","1028752","Black","Male","Black Male"
"3873","1028761","Black","Male","Black Male"
"3874","1028766","Black","Male","Black Male"
"3875","1028772","Black","Male","Black Male"
"3876","1028777","Black","Male","Black Male"
"3877","1028782","Black","Male","Black Male"
"3878","1028788","Black","Male","Black Male"
"3879","1028796","Black","Male","Black Male"
"3880","1028808","Black","Male","Black Male"
